Food_code,Main_food_description,WWEIA_Category_number,WWEIA_Category_description,Start_date,End_date
51503040,"Muffin, English, oat bran, with raisins",4206,Bagels and English muffins,2017-01-01,2018-12-31
51601010,"Bread, multigrain, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51601020,"Bread, multigrain",4202,Yeast breads,2017-01-01,2018-12-31
51601210,"Bread, multigrain, with raisins",4202,Yeast breads,2017-01-01,2018-12-31
51601220,"Bread, multigrain, with raisins, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51602010,"Bread, multigrain, reduced calorie and/or high fiber",4202,Yeast breads,2017-01-01,2018-12-31
51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51620000,"Roll, multigrain",4204,Rolls and buns,2017-01-01,2018-12-31
51620020,"Roll, multigrain, hot dog bun",4204,Rolls and buns,2017-01-01,2018-12-31
51620030,"Roll, multigrain, hamburger bun",4204,Rolls and buns,2017-01-01,2018-12-31
51630000,"Bagel, multigrain",4206,Bagels and English muffins,2017-01-01,2018-12-31
51630100,"Bagel, multigrain, with raisins",4206,Bagels and English muffins,2017-01-01,2018-12-31
51630200,"Muffin, English, multigrain",4206,Bagels and English muffins,2017-01-01,2018-12-31
51801010,"Bread, barley",4202,Yeast breads,2017-01-01,2018-12-31
51801020,"Bread, barley, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51804010,"Bread, soy",4202,Yeast breads,2017-01-01,2018-12-31
51804020,"Bread, soy, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51805010,"Bread, sunflower meal",4202,Yeast breads,2017-01-01,2018-12-31
51805020,"Bread, sunflower meal, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51806010,"Bread, rice",4202,Yeast breads,2017-01-01,2018-12-31
51806020,"Bread, rice, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51807000,"Injera, Ethiopian bread",4202,Yeast breads,2017-01-01,2018-12-31
51808000,"Bread, gluten free",4202,Yeast breads,2017-01-01,2018-12-31
51808010,"Bread, gluten free, toasted",4202,Yeast breads,2017-01-01,2018-12-31
51808050,"Breadsticks, hard, gluten free",5202,"Crackers, excludes saltines",2017-01-01,2018-12-31
51808100,"Roll, gluten free",4204,Rolls and buns,2017-01-01,2018-12-31
52101000,"Biscuit, NFS",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52101040,Crumpet,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52102040,"Biscuit, from refrigerated dough",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52103000,"Biscuit, from fast food / restaurant",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52104010,"Biscuit, home recipe",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52104040,"Biscuit, wheat",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52104100,"Biscuit, cheese",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52104200,Biscuit with fruit,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52105100,Scone,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52105200,"Scone, with fruit",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52201000,"Cornbread, prepared from mix",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52202060,"Cornbread, made from home recipe",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52204000,Cornbread stuffing,3208,Turnovers and other grain-based items,2017-01-01,2018-12-31
52206010,"Cornbread muffin, stick, round",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52206060,"Cornbread muffin, stick, round, made from home recipe",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52207010,"Corn flour patty or tart, fried",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52208010,"Corn pone, baked",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52208020,"Corn pone, fried",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52208760,"Gordita/sope shell, plain, no filling",4208,Tortillas,2017-01-01,2018-12-31
52209010,Hush puppy,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52211010,Johnnycake,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52213010,Spoonbread,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52215000,"Tortilla, NFS",4208,Tortillas,2017-01-01,2018-12-31
52215100,"Tortilla, corn",4208,Tortillas,2017-01-01,2018-12-31
52215200,"Tortilla, flour",4208,Tortillas,2017-01-01,2018-12-31
52215260,"Tortilla, whole wheat",4208,Tortillas,2017-01-01,2018-12-31
52215300,"Taco shell, corn",4208,Tortillas,2017-01-01,2018-12-31
52215350,"Taco shell, flour",4208,Tortillas,2017-01-01,2018-12-31
52220110,Arepa Dominicana,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52301000,"Muffin, NFS",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52302010,"Muffin, fruit",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52302020,"Muffin, fruit, low fat",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52302500,"Muffin, chocolate chip",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52302600,"Muffin, chocolate",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52303010,"Muffin, whole wheat",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52303500,"Muffin, wheat",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52304000,"Muffin, whole grain",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52304010,"Muffin, wheat bran",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52304040,"Muffin, bran with fruit, lowfat",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52304100,"Muffin, oatmeal",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52304150,"Muffin, oat bran",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52306010,"Muffin, plain",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52306300,"Muffin, cheese",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52306500,"Muffin, pumpkin",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52306550,"Muffin, zucchini",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52306700,"Muffin, carrot",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52311010,Popover,4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52401000,"Bread, Boston Brown",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52403000,"Bread, nut",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52404060,"Bread, pumpkin",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52405010,"Bread, fruit",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52407000,"Bread, zucchini",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
52408000,"Bread, Irish soda",4402,"Biscuits, muffins, quick breads",2017-01-01,2018-12-31
53100050,"Cake batter, raw, chocolate",5502,Cakes and pies,2017-01-01,2018-12-31
53100070,"Cake batter, raw, not chocolate",5502,Cakes and pies,2017-01-01,2018-12-31
53100100,"Cake or cupcake, NS as to type",5502,Cakes and pies,2017-01-01,2018-12-31
53101100,"Cake, angel food, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53101200,"Cake, angel food, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53101250,"Cake, angel food, with fruit and icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53102100,"Cake or cupcake, applesauce, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53102200,"Cake or cupcake, applesauce, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53102600,"Cake or cupcake, banana, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53102700,"Cake or cupcake, banana, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53102800,"Cake or cupcake, Black Forest",5502,Cakes and pies,2017-01-01,2018-12-31
53103000,"Cake, Boston cream pie",5502,Cakes and pies,2017-01-01,2018-12-31
53104100,"Cake or cupcake, carrot, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53104260,"Cake or cupcake, carrot, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53104300,"Cake, carrot, diet",5502,Cakes and pies,2017-01-01,2018-12-31
53104400,"Cake or cupcake, coconut, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53104500,Cheesecake,5502,Cakes and pies,2017-01-01,2018-12-31
53104550,Cheesecake with fruit,5502,Cakes and pies,2017-01-01,2018-12-31
53104600,"Cheesecake, chocolate",5502,Cakes and pies,2017-01-01,2018-12-31
53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53105300,"Cake or cupcake, German chocolate, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53105500,"Cake, chocolate, with icing, diet",5502,Cakes and pies,2017-01-01,2018-12-31
53106500,"Cake, cream, without icing or topping",5502,Cakes and pies,2017-01-01,2018-12-31
53108200,"Snack cake, chocolate, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53108220,"Snack cake, chocolate, with icing or filling, reduced fat and calories",5502,Cakes and pies,2017-01-01,2018-12-31
53109200,"Snack cake, not chocolate, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53109220,"Snack cake, not chocolate, with icing or filling, reduced fat and calories",5502,Cakes and pies,2017-01-01,2018-12-31
53109300,"Cake, Dobos Torte",5502,Cakes and pies,2017-01-01,2018-12-31
53110000,"Cake, fruit cake, light or dark, holiday type cake",5502,Cakes and pies,2017-01-01,2018-12-31
53111000,"Cake or cupcake, gingerbread",5502,Cakes and pies,2017-01-01,2018-12-31
53112100,Ice cream cake,5502,Cakes and pies,2017-01-01,2018-12-31
53113000,"Cake, jelly roll",5502,Cakes and pies,2017-01-01,2018-12-31
53114000,"Cake or cupcake, lemon, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53114100,"Cake or cupcake, lemon, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53115100,"Cake or cupcake, marble, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53115200,"Cake or cupcake, marble, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53115310,"Cake or cupcake, nut, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53115320,"Cake or cupcake, nut, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53115410,"Cake or cupcake, oatmeal",5502,Cakes and pies,2017-01-01,2018-12-31
53115450,"Cake or cupcake, peanut butter",5502,Cakes and pies,2017-01-01,2018-12-31
53116000,"Cake, pound, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53116020,"Cake, pound, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53116270,"Cake, pound, chocolate",5502,Cakes and pies,2017-01-01,2018-12-31
53116350,"Cake, pound, Puerto Rican style",5502,Cakes and pies,2017-01-01,2018-12-31
53116390,"Cake, pound, reduced fat, cholesterol free",5502,Cakes and pies,2017-01-01,2018-12-31
53116500,"Cake or cupcake, pumpkin, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53116510,"Cake or cupcake, pumpkin, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53116550,"Cake or cupcake, raisin-nut",5502,Cakes and pies,2017-01-01,2018-12-31
53116570,"Cake, Ravani",5502,Cakes and pies,2017-01-01,2018-12-31
53116600,"Cake, rice flour, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53116650,"Cake, Quezadilla, El Salvadorian style",5502,Cakes and pies,2017-01-01,2018-12-31
53117100,"Cake or cupcake, spice, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53117200,"Cake or cupcake, spice, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53118100,"Cake, sponge, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53118200,"Cake, sponge, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53118300,"Cake, sponge, chocolate",5502,Cakes and pies,2017-01-01,2018-12-31
53118410,"Rum cake, without icing",5502,Cakes and pies,2017-01-01,2018-12-31
53118500,"Cake, torte",5502,Cakes and pies,2017-01-01,2018-12-31
53118550,"Cake, tres leche",5502,Cakes and pies,2017-01-01,2018-12-31
53119000,"Cake, pineapple, upside down",5502,Cakes and pies,2017-01-01,2018-12-31
53120270,"Cake or cupcake, white, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53120275,"Cake or cupcake, white, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53121270,"Cake or cupcake, yellow, with icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53121275,"Cake or cupcake, yellow, without icing or filling",5502,Cakes and pies,2017-01-01,2018-12-31
53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit",5502,Cakes and pies,2017-01-01,2018-12-31
53122080,"Cake, shortcake, biscuit type, with fruit",5502,Cakes and pies,2017-01-01,2018-12-31
53123070,"Cake, shortcake, sponge type, with whipped cream and fruit",5502,Cakes and pies,2017-01-01,2018-12-31
53123080,"Cake, shortcake, sponge type, with fruit",5502,Cakes and pies,2017-01-01,2018-12-31
53123500,"Cake, shortcake, with whipped topping and fruit, diet",5502,Cakes and pies,2017-01-01,2018-12-31
53124110,"Cake or cupcake, zucchini",5502,Cakes and pies,2017-01-01,2018-12-31
53200100,"Cookie, batter or dough, raw",5504,Cookies and brownies,2017-01-01,2018-12-31
53201000,"Cookie, NFS",5504,Cookies and brownies,2017-01-01,2018-12-31
53202000,"Cookie, almond",5504,Cookies and brownies,2017-01-01,2018-12-31
53203000,"Cookie, applesauce",5504,Cookies and brownies,2017-01-01,2018-12-31
53203500,"Cookie, biscotti",5504,Cookies and brownies,2017-01-01,2018-12-31
53204000,"Cookie, brownie, NS as to icing",5504,Cookies and brownies,2017-01-01,2018-12-31
53204010,"Cookie, brownie, without icing",5504,Cookies and brownies,2017-01-01,2018-12-31
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies,2017-01-01,2018-12-31
53204840,"Cookie, brownie, reduced fat, NS as to icing",5504,Cookies and brownies,2017-01-01,2018-12-31
53204860,"Cookie, brownie, fat free, NS as to icing",5504,Cookies and brownies,2017-01-01,2018-12-31
53205250,"Cookie, butterscotch, brownie",5504,Cookies and brownies,2017-01-01,2018-12-31
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies,2017-01-01,2018-12-31
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,2017-01-01,2018-12-31
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,2017-01-01,2018-12-31
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,2017-01-01,2018-12-31
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies,2017-01-01,2018-12-31
53206500,"Cookie, chocolate, made with rice cereal",5504,Cookies and brownies,2017-01-01,2018-12-31
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies,2017-01-01,2018-12-31
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies,2017-01-01,2018-12-31
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies,2017-01-01,2018-12-31
